Username,Gender,Age,Activity,Duration,Calories,Steps,Mood,Date
michael36@gmail.com,Male,25,swimming,81.0,441.06,0,Happy,2024-01-22
ava46@yahoo.com,Female,29,gym,48.0,251.57,0,Sad,2024-06-12
olivia29@outlook.com,Female,43,cycling,72.0,202.91,0,Sad,2024-11-08
david39@outlook.com,Male,49,cycling,47.0,527.82,0,Happy,2024-07-04
ava47@hotmail.com,Female,54,gym,98.0,601.76,0,Tired,2024-06-11
emily34@gmail.com,Female,57,cycling,74.0,586.96,0,Neutral,2024-11-26
james34@outlook.com,Male,23,running,58.0,243.99,5191,Tired,2024-12-09
olivia30@hotmail.com,Female,44,running,38.0,776.08,2048,Neutral,2024-11-09
michael37@yahoo.com,Male,24,walking,23.0,846.27,7752,Sad,2024-01-01
emily35@hotmail.com,Female,57,running,25.0,606.61,14507,Energetic,2024-05-08
michael38@yahoo.com,Male,19,walking,99.0,353.32,14995,Tired,2024-08-15
emma32@gmail.com,Female,62,gym,37.0,552.21,0,Sad,2024-07-17
olivia31@gmail.com,Female,48,gym,16.0,634.6,0,Energetic,2024-05-01
john38@outlook.com,Male,30,yoga,86.0,421.54,0,Neutral,2024-12-24
emily36@hotmail.com,Female,58,running,81.0,699.86,14908,Sad,2024-12-22
daniel39@gmail.com,Male,30,walking,38.0,166.13,1808,Energetic,2024-10-15
john39@icloud.com,Male,21,gym,17.0,208.05,0,Tired,2024-05-05
sophia33@outlook.com,Female,46,running,109.0,895.36,3263,Energetic,2024-12-25
james35@icloud.com,Male,38,running,95.0,669.0,12201,Sad,2024-09-04
john40@hotmail.com,Male,62,gym,34.0,365.69,0,Neutral,2024-03-16
john41@icloud.com,Male,40,swimming,34.0,646.13,0,Happy,2024-03-16
olivia32@hotmail.com,Female,64,running,17.0,635.86,5868,Neutral,2024-05-02
emily37@hotmail.com,Female,46,cycling,119.0,273.85,0,Energetic,2024-01-25
john42@gmail.com,Male,57,running,56.0,662.85,10785,Sad,2024-07-07
john43@outlook.com,Male,24,yoga,39.0,133.94,0,Energetic,2024-11-16
olivia33@icloud.com,Female,56,swimming,24.0,61.12,0,Energetic,2024-02-15
james36@icloud.com,Male,63,walking,120.0,574.39,8667,Happy,2024-12-03
david40@gmail.com,Male,24,swimming,44.0,501.91,0,Neutral,2024-09-22
david41@outlook.com,Male,24,swimming,88.0,354.27,0,Energetic,2024-02-06
michael39@yahoo.com,Male,40,cycling,85.0,892.74,0,Tired,2024-07-25
sophia34@icloud.com,Female,42,gym,110.0,265.98,0,Energetic,2024-07-01
david42@gmail.com,Male,37,walking,53.0,886.74,3519,Tired,2024-01-25
david43@yahoo.com,Male,24,walking,73.0,352.31,2267,Tired,2024-06-19
ava48@outlook.com,Female,54,running,108.0,115.62,5319,Energetic,2024-03-16
emily38@hotmail.com,Female,20,swimming,118.0,539.84,0,Happy,2024-06-12
emily39@yahoo.com,Female,59,gym,16.0,588.8,0,Energetic,2024-01-10
olivia34@outlook.com,Female,27,walking,101.0,671.84,6436,Energetic,2024-10-19
james37@yahoo.com,Male,26,cycling,25.0,454.48,0,Happy,2024-09-13
michael40@gmail.com,Male,48,gym,40.0,464.68,0,Tired,2024-04-18
emily40@outlook.com,Female,45,cycling,102.0,835.52,0,Happy,2024-11-14
ava49@outlook.com,Female,37,running,59.0,573.79,13153,Energetic,2024-10-05
olivia35@hotmail.com,Female,64,walking,29.0,678.64,3982,Sad,2024-03-28
emily41@outlook.com,Female,46,yoga,17.0,332.1,0,Sad,2024-04-07
ava50@gmail.com,Female,62,swimming,100.0,65.63,0,Sad,2024-01-09
ava51@outlook.com,Female,21,yoga,98.0,853.4,0,Energetic,2024-11-09
emily42@outlook.com,Female,36,swimming,64.0,246.49,0,Sad,2024-12-04
emily43@icloud.com,Female,30,gym,73.0,526.58,0,Happy,2024-01-08
michael41@gmail.com,Male,40,swimming,60.0,352.07,0,Neutral,2024-09-09
john44@icloud.com,Male,32,running,58.0,812.6,10763,Neutral,2024-02-24
sophia35@yahoo.com,Female,33,gym,34.0,412.5,0,Sad,2024-06-15
david44@yahoo.com,Male,26,cycling,103.0,649.37,0,Neutral,2024-07-25
olivia36@gmail.com,Female,53,gym,107.0,150.63,0,Neutral,2024-12-01
ava52@icloud.com,Female,56,gym,93.0,246.27,0,Neutral,2024-11-01
david45@yahoo.com,Male,63,swimming,62.0,206.38,0,Energetic,2024-08-05
john45@icloud.com,Male,44,running,110.0,620.64,3323,Neutral,2024-02-06
emma34@outlook.com,Female,47,running,69.0,394.14,685,Sad,2024-12-27
ava53@outlook.com,Female,51,walking,72.0,438.37,14381,Happy,2024-04-17
james38@outlook.com,Male,30,cycling,71.0,388.33,0,Tired,2024-08-06
david46@outlook.com,Male,47,swimming,72.0,126.87,0,Happy,2024-03-25
james39@outlook.com,Male,38,yoga,18.0,202.05,0,Neutral,2024-08-03
michael42@gmail.com,Male,23,walking,105.0,431.99,5946,Happy,2024-09-23
michael43@icloud.com,Male,53,yoga,20.0,703.02,0,Tired,2024-10-28
michael44@icloud.com,Male,44,cycling,54.0,670.64,0,Tired,2024-11-06
ava54@outlook.com,Female,18,yoga,78.0,777.1,0,Happy,2024-10-16
james40@yahoo.com,Male,23,gym,91.0,55.59,0,Sad,2024-05-20
michael45@gmail.com,Male,21,swimming,59.0,81.21,0,Happy,2024-11-19
john46@yahoo.com,Male,44,running,35.0,621.28,10012,Sad,2024-10-26
olivia37@icloud.com,Female,23,cycling,56.0,363.28,0,Happy,2024-07-27
daniel40@outlook.com,Male,51,yoga,82.0,228.37,0,Sad,2024-01-04
emily44@outlook.com,Female,64,swimming,92.0,843.81,0,Tired,2024-07-20
ava55@hotmail.com,Female,26,gym,87.0,471.94,0,Energetic,2024-08-26
sophia36@hotmail.com,Female,25,walking,74.0,581.64,1932,Neutral,2024-10-14
olivia38@outlook.com,Female,43,swimming,87.0,573.59,0,Neutral,2024-04-11
emma35@yahoo.com,Female,59,running,76.0,182.08,7546,Sad,2024-06-15
david47@gmail.com,Male,54,swimming,101.0,318.18,0,Happy,2024-04-19
olivia39@yahoo.com,Female,27,cycling,18.0,338.28,0,Sad,2024-03-19
daniel41@yahoo.com,Male,63,walking,49.0,401.79,8143,Neutral,2024-06-15
michael46@icloud.com,Male,41,walking,114.0,221.78,1517,Energetic,2024-09-01
olivia40@yahoo.com,Female,64,gym,54.0,709.2,0,Happy,2024-09-22
james41@yahoo.com,Male,18,cycling,20.0,633.99,0,Happy,2024-06-15
daniel42@icloud.com,Male,54,cycling,96.0,808.32,0,Neutral,2024-04-10
emily45@icloud.com,Female,27,running,50.0,147.29,10206,Sad,2024-09-04
john47@icloud.com,Male,42,walking,26.0,412.5,2932,Sad,2024-10-21
daniel43@icloud.com,Male,30,swimming,112.0,620.24,0,Happy,2024-08-19
emma36@icloud.com,Female,47,cycling,102.0,597.76,0,Energetic,2024-08-08
emma37@gmail.com,Female,36,cycling,92.0,538.48,0,Happy,2024-07-27
emily46@hotmail.com,Female,52,yoga,66.0,551.96,0,Sad,2024-04-18
sophia37@hotmail.com,Female,45,gym,115.0,340.87,0,Neutral,2024-03-22
emma38@gmail.com,Female,55,gym,74.0,326.57,0,Energetic,2024-03-10
michael47@gmail.com,Male,46,gym,52.0,381.49,0,Energetic,2024-04-07
daniel44@yahoo.com,Male,63,cycling,26.0,545.32,0,Sad,2024-07-28
olivia41@gmail.com,Female,43,yoga,70.0,513.35,0,Neutral,2024-08-05
james42@hotmail.com,Male,36,swimming,31.0,164.14,0,Happy,2024-03-24
michael48@outlook.com,Male,26,swimming,118.0,403.48,0,Sad,2024-07-20
emma39@outlook.com,Female,40,running,38.0,411.06,121,Sad,2024-08-28
david48@outlook.com,Male,20,walking,87.0,460.78,6038,Happy,2024-10-16
david49@yahoo.com,Male,47,gym,25.0,494.85,0,Happy,2024-04-16
david50@hotmail.com,Male,57,walking,58.0,504.78,176,Energetic,2024-08-17
olivia42@icloud.com,Female,36,running,19.0,640.79,9791,Tired,2024-12-26
michael49@icloud.com,Male,60,cycling,118.0,676.77,0,Tired,2024-08-03
daniel45@outlook.com,Male,57,cycling,50.0,779.18,0,Happy,2024-10-06
olivia43@yahoo.com,Female,34,swimming,45.0,462.18,0,Sad,2024-01-11
michael50@outlook.com,Male,44,yoga,45.0,611.57,0,Neutral,2024-04-19
emily47@gmail.com,Female,28,yoga,66.0,454.8,0,Sad,2024-04-13
david51@gmail.com,Male,18,cycling,117.0,431.5,0,Tired,2024-09-22
olivia44@yahoo.com,Female,57,swimming,49.0,334.72,0,Happy,2024-05-21
sophia38@yahoo.com,Female,63,walking,26.0,777.97,2128,Energetic,2024-11-25
emily48@yahoo.com,Female,34,cycling,74.0,611.41,0,Energetic,2024-05-25
olivia45@yahoo.com,Female,28,walking,50.0,710.54,6271,Energetic,2024-06-02
emily49@outlook.com,Female,30,gym,65.0,201.68,0,Happy,2024-03-18
emma40@yahoo.com,Female,24,walking,24.0,109.85,11920,Tired,2024-08-01
john48@yahoo.com,Male,35,running,104.0,330.36,6411,Sad,2024-01-17
james43@yahoo.com,Male,52,running,15.0,376.76,11292,Energetic,2024-02-19
daniel46@gmail.com,Male,21,swimming,97.0,127.07,0,Tired,2024-02-27
michael51@hotmail.com,Male,42,swimming,39.0,304.04,0,Happy,2024-11-23
david52@gmail.com,Male,19,walking,58.0,97.65,12906,Happy,2024-07-04
david53@gmail.com,Male,55,running,24.0,81.35,2319,Energetic,2024-11-01
michael52@hotmail.com,Male,29,swimming,21.0,818.96,0,Happy,2024-08-20
emily50@hotmail.com,Female,49,gym,117.0,573.28,0,Neutral,2024-07-11
olivia46@gmail.com,Female,61,gym,84.0,166.73,0,Neutral,2024-01-19
james44@yahoo.com,Male,62,cycling,85.0,190.26,0,Tired,2024-01-05
michael53@gmail.com,Male,49,walking,15.0,56.14,1460,Tired,2024-05-14
michael54@gmail.com,Male,27,swimming,49.0,494.62,0,Neutral,2024-03-20
ava56@icloud.com,Female,58,cycling,59.0,405.97,0,Neutral,2024-04-04
david54@icloud.com,Male,47,swimming,99.0,226.89,0,Neutral,2024-02-26
emma41@gmail.com,Female,28,swimming,20.0,95.92,0,Tired,2024-04-14
emma42@hotmail.com,Female,24,swimming,21.0,836.13,0,Neutral,2024-01-16
emma43@gmail.com,Female,44,running,110.0,625.32,5336,Neutral,2024-02-11
sophia40@outlook.com,Female,32,walking,75.0,547.33,890,Energetic,2024-03-07
